cache_mb,capacity_gb,category,form_factor,interface,lighting,manufacturer,name,opendb_id,part_id,release_year,series,storage_type,variant
,2000,hdd,"2.5""",SAS 12.0 Gb/s,,Seagate,"Seagate Enterprise Performance 2.4 TB HDD 10000 RPM 2.5"" SAS 12.0 Gb/s",77c744ed-94e7-4207-88cd-0940e4379966,hdd_0453,,Enterprise,HDD,2000GB
,2000,hdd,"3.5""",SATA 3.0 Gb/s,,Hitachi,"Hitachi Ultrastar 2TB 3.5"" HDD 7200RPM SATA 3.0 Gb/s",788dc255-0c12-4bb3-b106-d935c8d2c203,hdd_0454,,Ultrastar,HDD,2000GB
,750,hdd,"2.5""",SATA 3.0 Gb/s,,Toshiba,"Toshiba HDD2K12 750GB HDD 2.5"" 5400RPM SATA 3.0 Gb/s Internal",78c962be-4766-42ee-90e8-6cf11faf7063,hdd_0455,,HDD2K12,HDD,750GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba PH3300U-1I72 3TB HDD 3.5"" 7200RPM SATA",78da8fe0-47cb-458f-8c24-b38f66455696,hdd_0456,,PH3300U-1I72,HDD,3000GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Enterprise Capacity 10 TB 3.5"" 7200 RPM Internal",78db9c20-81df-49ed-bc75-5ad0819c68ba,hdd_0457,,Enterprise,HDD,10000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba S300 6TB HDD 3.5"" 5400RPM SATA",79250769-27b6-4175-ba35-f594dbedeaf3,hdd_0458,,S300,HDD,6000GB
512,16000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba N300 16TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",793fe910-3b62-488c-ba90-7b70bd9a40ef,hdd_0459,,N300,HDD,16000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Ultrastar He10 8TB Internal HDD 7200RPM 3.5""",7998d0a2-095b-4fbf-bbd7-c0694c71153a,hdd_0460,,Ultrastar,HDD,8000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate EXOS Enterprise 6TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",7a017ed4-6632-42c9-bf5b-61f30ad5ad8e,hdd_0461,,EXOS,HDD,6000GB
,500,hdd,"3.5""",SATA 3.0 Gb/s,,Samsung,"Samsung Spinpoint F1 DT 500GB 3.5"" HDD 7200RPM SATA 3.0 Gb/s",7a9253a0-c789-4dae-9517-2b5a26017c8e,hdd_0462,,Spinpoint,HDD,500GB
,2000,hdd,"2.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MQ04ABD200 2TB HDD 2.5"" 5400RPM SATA",7a9956d5-e761-413a-a48b-3ef399f9afc4,hdd_0463,,MQ04ABD200,HDD,2000GB
,320,hdd,"3.5""",SATA 3.0 Gb/s,,Seagate,"Seagate BarraCuda 320GB 3.5"" HDD 7200RPM SATA",7ab42abb-17c9-468c-8515-debc20f39037,hdd_0464,,BarraCuda,HDD,320GB
,320,hdd,"2.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital WD3200BPVT/BVVT/BEVT 320GB HDD 2.5"" SATA Internal",7ae75a38-9971-4857-ae03-46e690d78fd8,hdd_0465,,WD3200BPVT/BVVT/BEVT,HDD,320GB
,500,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Blue 500GB HDD 5400RPM 3.5"" SATA 6.0 Gb/s Internal",7ae86971-3bbe-4275-82e3-c71c6b07fd3a,hdd_0466,,Blue,HDD,500GB
,500,hdd,"2.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Black 500GB 2.5"" HDD SATA",7b080b7b-4e04-472e-adc3-2b1121f5f0bc,hdd_0467,,Black,HDD,500GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba DT01ACA200 2TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s Internal",7b235171-b917-4a26-b8c5-4dce2ce11829,hdd_0468,,DT01ACA200,HDD,2000GB
,14000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos X14 14TB 3.5"" HDD 7200RPM SATA",7b2c798b-cb25-43cb-b87e-3e5500e89933,hdd_0469,,Exos,HDD,14000GB
,1000,hdd,"2.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital AV-25 1TB HDD 2.5"" SATA",7c42fe5d-0c00-4ad2-b835-6b2a650e6c33,hdd_0470,,AV-25,HDD,1000GB
,500,hdd,"2.5""",SATA 3.0 Gb/s,,Hitachi,"Hitachi 0J11561 500GB HDD 5400RPM 2.5"" SATA 3.0 Gb/s Internal",7c82db12-1e9c-4dc3-a465-51bf09b7cf18,hdd_0471,,0J11561,HDD,500GB
,12000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Enterprise Capacity 12TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",7d09a060-7bc4-47ee-9c84-bce50db9080a,hdd_0472,,Enterprise,HDD,12000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos 7E8 512e 6TB HDD 3.5"" 7200RPM SATA",7d6ceff3-9deb-4c50-8ddc-38944e3e0147,hdd_0473,,Exos,HDD,6000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf Pro NAS 2TB HDD 3.5"" 7200RPM SATA",7e26fdb3-cadf-4d44-90cd-50ded3dfbeb5,hdd_0474,,IronWolf,HDD,2000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi He6 6TB 3.5"" HDD 7200RPM SATA",7e530b07-f0ab-478e-a75c-77d648f4d418,hdd_0475,,He6,HDD,6000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Black 4TB HDD 7200RPM 3.5"" SATA",7e926549-6d59-4106-ae14-de829c90085a,hdd_0476,,Black,HDD,4000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Enterprise NAS 3TB 3.5"" HDD 7200RPM SATA",7f0583d1-2940-4a33-9292-cd9fd20603ee,hdd_0477,,Enterprise,HDD,3000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba P300 3TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s Internal",7f10727e-8ffe-4d80-85e0-9d1b9a7ac6c5,hdd_0478,,P300,HDD,3000GB
,250,hdd,"3.5""",SATA 3.0 Gb/s,,Seagate,"Seagate BarraCuda 250GB HDD 3.5"" 7200RPM SATA",7faa6893-3332-4ff4-bc20-4bd851ee0ddf,hdd_0479,,BarraCuda,HDD,250GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba N300 4TB HDD 7200RPM 3.5"" SATA",7ff74710-75d5-418c-bc05-9bc66c730fe5,hdd_0480,,N300,HDD,4000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate ST3000DM002 3TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",80119f9a-2fa0-425e-92f4-8105080a1fcf,hdd_0481,,ST3000DM002,HDD,3000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba P300 1TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s Internal",801970e2-ab91-4414-9458-86b693a1d9f8,hdd_0482,,P300,HDD,1000GB
,500,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba P300 500GB 3.5"" HDD 7200RPM SATA",80df0341-b594-403f-b081-f2dcce2296e8,hdd_0483,,P300,HDD,500GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf Pro NAS 10TB HDD 3.5"" 7200RPM SATA",80fd45c7-e002-4772-8e13-a3e77b354da6,hdd_0484,,IronWolf,HDD,10000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Plus 3TB HDD 5400RPM 3.5"" SATA 6.0 Gb/s Internal",816cf411-944a-4059-8975-95d9a9fc74a2,hdd_0485,,Red,HDD,3000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Gold 8TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s Internal",81e987a6-d982-4e41-9862-fb1a166bb5e4,hdd_0486,,Gold,HDD,8000GB
,12000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba X300 12TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s Internal",81f4391a-327b-4549-8558-354885dc3c52,hdd_0487,,X300,HDD,12000GB
512,26000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital WD Red Pro 26TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",82738494-c0e4-47cb-8e4f-57dd59303da7,hdd_0488,,WD,HDD,26000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi 0F18335 6TB HDD 7200RPM 3.5"" SATA",82b9b460-a177-4385-87ef-c91235953729,hdd_0489,,0F18335,HDD,6000GB
,500,hdd,"2.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital VelociRaptor 500GB HDD 2.5"" 10000RPM SATA 6.0 Gb/s Internal",82f01cdf-9543-400a-858d-836cc4d47529,hdd_0490,,VelociRaptor,HDD,500GB
,160,hdd,"2.5""",SATA 1.5 Gb/s,,Western Digital,"Western Digital Scorpio Blue 160GB HDD 2.5"" 5400RPM SATA 1.5 Gb/s",83e86a25-07f8-478c-8cea-91e5a9bdc063,hdd_0491,,Scorpio,HDD,160GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf 6TB 3.5"" HDD 7200RPM SATA",83f969e2-00fc-4e8a-a429-5c5ec3cd5e4d,hdd_0492,,IronWolf,HDD,6000GB
,12000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf 12TB HDD 3.5"" SATA 6.0 Gb/s",845a162e-cad4-479f-8984-d535de9e9acc,hdd_0493,,IronWolf,HDD,12000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SkyHawk 3TB 3.5"" HDD 5900RPM SATA",8495591e-a73b-4a43-addb-60aecfda4b93,hdd_0494,,SkyHawk,HDD,3000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda Pro 8TB 3.5"" HDD 7200RPM SATA",84ef85b3-ca31-4f7f-b067-f8d8a0c11543,hdd_0495,,BarraCuda,HDD,8000GB
512,16000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba N300 NAS 16 TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",84f941c4-8de1-4fc1-9b3d-cd0d25e6038c,hdd_0496,,N300,HDD,16000GB
,500,hdd,"3.5""",SATA 3.0 Gb/s,,Samsung,"Samsung Spinpoint F3 500GB HDD 3.5"" SATA",856182e6-cef0-4177-b707-0735858407ca,hdd_0497,,Spinpoint,HDD,500GB
,500,hdd,"2.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MQ01ABF050M 500GB HDD 2.5"" 5400RPM SATA 6.0 Gb/s",86047d52-1b01-46c4-8d63-70b14af454c5,hdd_0498,,MQ01ABF050M,HDD,500GB
,18000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MG09 512e 18TB 3.5"" HDD 7200RPM SATA",864fd581-f81f-472c-8bf1-1e2e248d8f33,hdd_0499,,MG09,HDD,18000GB
,2000,hdd,"3.5""",SATA 3.0 Gb/s,,Hitachi,"Hitachi Deskstar 7K2000 2TB HDD 3.5"" 7200RPM SATA 3.0 Gb/s",87257476-6ae6-4f8d-85c9-affdfbb54d1d,hdd_0500,,Deskstar,HDD,2000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Purple 3TB HDD 3.5"" SATA",873d3bbf-ba2e-4d16-ae19-5c9b5ae9e6ec,hdd_0501,,Purple,HDD,3000GB
,300,hdd,"3.5""",SAS 3.0 Gb/s,,IBM,"IBM 43X0805 300GB HDD 15000RPM 3.5"" SAS 3.0 Gb/s Internal",8773bfce-5ca3-428d-ad0a-81e0175b9900,hdd_0502,,43X0805,HDD,300GB
,20000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf Pro 20TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",87dcf987-8338-46f4-a121-d1c9922ed067,hdd_0503,,IronWolf,HDD,20000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos 7E8 512e 8TB Internal HDD 7200RPM 3.5"" SATA 6.0 Gb/s",882c15c6-131e-4e95-8d79-6f94174910bc,hdd_0504,,Exos,HDD,8000GB
128,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Deskstar NAS 4TB HDD 7200RPM 3.5"" SATA",885f1ac3-af22-4afc-8cf1-c92714da5bd2,hdd_0505,,Deskstar,HDD,4000GB
,14000,hdd,"3.5""",SAS 12.0 Gb/s,,Western Digital,"Western Digital Ultrastar DC HC530 14TB Internal HDD 3.5"" 7200RPM SAS 12.0 Gb/s",887f38dd-f8e6-4cd3-9aad-6e01f6754aa1,hdd_0506,,Ultrastar,HDD,14000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba P300 1TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",897601a7-3dbb-43b3-a648-97adaca2567b,hdd_0507,,P300,HDD,1000GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Samsung,"Samsung Spinpoint F3 1TB HDD 3.5"" SATA",8a0b78b0-e67d-48b6-9609-448df3055c23,hdd_0508,,Spinpoint,HDD,1000GB
,320,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital AV-GP 320GB 3.5"" HDD 5400RPM SATA Internal",8a0d449e-b576-4a54-bb56-860b72496b68,hdd_0509,,AV-GP,HDD,320GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba N300 10TB 3.5"" HDD 7200RPM SATA",8a2663b3-dcdc-44b5-8ce8-14bb40a4fa13,hdd_0510,,N300,HDD,10000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Deskstar NAS 8TB HDD 3.5"" 7200RPM SATA",8a58ca36-35a3-41f6-8976-6583af7d2d81,hdd_0511,,Deskstar,HDD,8000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos 7E8 3TB HDD 7200RPM 3.5"" SATA",8ac4a6d9-ab81-4fe4-9a5f-2223a108fae4,hdd_0512,,Exos,HDD,3000GB
,24000,hdd,"3.5""",SAS 12.0 Gb/s,,Seagate,"Seagate Exos X24 SED 24TB 3.5"" HDD 7200RPM SAS 12.0 Gb/s",8acbe430-f1f2-4b0a-959c-8d6cac8ce79b,hdd_0513,,Exos,HDD,24000GB
,18000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba N300 18TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",8b6a94c0-ba60-419c-9881-6bd97e60cda3,hdd_0514,,N300,HDD,18000GB
64,1000,hdd,"3.5""",SAS 6.0 Gb/s,,Toshiba,"Toshiba MG03SCA 1TB HDD 3.5"" 7200RPM SAS 6.0 Gb/s",8ba0ab73-f231-4f96-95b9-1b3dbfe4e9dd,hdd_0515,,MG03SCA,HDD,1000GB
,300,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital VelociRaptor 300 GB HDD 3.5"" 10000RPM SATA 3.0 Gb/s Internal",8ba4e5c1-a8f9-4e50-bdec-cb401b47e2a8,hdd_0516,,VelociRaptor,HDD,300GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Ultrastar 7K4000 3TB HDD 3.5"" 7200RPM SATA",8bb6a183-7fae-4fec-86cb-ad69248474bf,hdd_0517,,Ultrastar,HDD,3000GB
,640,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Caviar Green 640GB HDD 3.5"" SATA",8bd6cb83-450a-49c7-9b38-e6688853f677,hdd_0518,,Caviar,HDD,640GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Pro 4TB 3.5"" HDD 7200RPM SATA",8be5b73e-c6a9-4dd0-87d5-385d8ea255ff,hdd_0519,,Red,HDD,4000GB
,500,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Caviar Green 500GB 3.5"" HDD 5400RPM SATA",8c3f5604-1821-48cb-b405-58a91416bce4,hdd_0520,,Caviar,HDD,500GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba DT01-V 2TB HDD 3.5"" SATA 6.0 Gb/s 5940RPM Internal",8c594b33-f896-4b1a-8545-c20349dbb523,hdd_0521,,DT01-V,HDD,2000GB
,500,hdd,"2.5""",SATA 3.0 Gb/s,,Seagate,"Seagate Momentus 7200.4 500GB 2.5"" HDD SATA",8caa8011-ce97-4d5e-8384-997205bee471,hdd_0522,,Momentus,HDD,500GB
128,5000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MD04ACA500 5TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s Internal",8d6ffdab-6207-48b9-af1a-ceb082506d59,hdd_0523,,MD04ACA500,HDD,5000GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Caviar Green 1TB Internal HDD 3.5"" 5400RPM SATA",8d7eca45-af74-44c5-a4e6-e8582b5ff0c5,hdd_0524,,Caviar,HDD,1000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Purple 8TB 3.5"" HDD 7200RPM SATA",8e45272c-d4c6-4e87-bd11-d2452b2d24b7,hdd_0525,,Purple,HDD,8000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Blue 6TB HDD 3.5"" 5400 RPM SATA 6.0 Gb/s",8e5aef13-3699-4882-be80-66bad0c37b5c,hdd_0526,,Blue,HDD,6000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SkyHawk Surveillance 6TB 3.5"" HDD 5400RPM SATA Internal",8e8f8e58-07ee-4b60-b6e2-27101a882197,hdd_0527,,SkyHawk,HDD,6000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Purple 6TB HDD 3.5"" SATA",8ea82fec-a409-446e-9b29-ed6c7ae89a55,hdd_0528,,Purple,HDD,6000GB
,500,hdd,"2.5""",SATA 3.0 Gb/s,,Hitachi,"Hitachi Travelstar 7K500 500GB 2.5"" HDD 7200RPM SATA 3.0 Gb/s",8eee5eca-5a69-4430-aaaf-2dd7b593fdb0,hdd_0529,,Travelstar,HDD,500GB
,16000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos X18 16TB 3.5"" HDD 7200RPM SATA",8f138108-4caa-4067-92c0-2a3ac0dc8f18,hdd_0530,,Exos,HDD,16000GB
,14000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Purple Pro 14TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",8f7f2342-21ef-4c87-95ce-542d256ae335,hdd_0531,,Purple,HDD,14000GB
,750,hdd,"2.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Black 750GB HDD 7200RPM 2.5"" SATA 6.0 Gb/s Internal",8fefe2ed-01e2-49ee-b926-2a6b019a9f9c,hdd_0532,,Black,HDD,750GB
,750,hdd,"2.5""",SATA 3.0 Gb/s,,Samsung,"Samsung ST750LM022/HN-M750MBB 750GB HDD 2.5"" SATA",90bbbc93-18d6-473f-a416-f9a509e04631,hdd_0533,,ST750LM022/HN-M750MBB,HDD,750GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba X300 8TB 3.5"" HDD 7200RPM SATA",90c488e5-16ed-4314-b162-b9ad7e60783c,hdd_0534,,X300,HDD,8000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SkyHawk Surveillance +Rescue 6TB HDD 5400RPM 3.5"" SATA",90ca4083-a655-4362-ab9f-9a83e83686bf,hdd_0535,,SkyHawk,HDD,6000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Enterprise Capacity 8TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",91085a24-3ad2-49c1-a136-03aa6fa2f996,hdd_0536,,Enterprise,HDD,8000GB
,1000,hdd,"2.5""",SATA 3.0 Gb/s,,Samsung,"Samsung Spinpoint M8 1TB 2.5"" HDD SATA",91248b6c-4d3f-49d5-b730-ff4ec2df685c,hdd_0537,,Spinpoint,HDD,1000GB
,160,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital AV-GP 160GB HDD 3.5"" 5400RPM SATA",91395f0c-52a8-4967-8bf0-1ed3f6689568,hdd_0538,,AV-GP,HDD,160GB
,250,hdd,"2.5""",SATA 3.0 Gb/s,,Seagate,"Seagate Momentus 7200.4 250GB HDD 7200RPM 2.5"" SATA 3.0 Gb/s",91671378-8113-4430-902f-3d10b9a3275c,hdd_0539,,Momentus,HDD,250GB
,16000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf NAS 16TB HDD 3.5"" 7200RPM SATA",917cdf29-1615-4f59-96d1-975eede0ebd3,hdd_0540,,IronWolf,HDD,16000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Desktop 4TB HDD 3.5"" 5900RPM SATA",9198f5fc-552b-4999-8eaa-36acd8cedfdb,hdd_0541,,Desktop,HDD,4000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red 8TB HDD 5400RPM 3.5"" SATA",91a653e4-2ae2-42a8-a112-e9d6da71e128,hdd_0542,,Red,HDD,8000GB
,1000,hdd,"2.5""",SATA 3.0 Gb/s,,Samsung,"Samsung Spinpoint 1TB HDD 2.5"" SATA",9213ce83-648b-4039-abf5-2f224ab1eb8f,hdd_0543,,Spinpoint,HDD,1000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Blue 2TB HDD 3.5"" 5400 RPM SATA 6.0 Gb/s Internal",92274b3e-a637-408b-8038-093249984fc6,hdd_0544,,Blue,HDD,2000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba X300 Pro 8TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",922afa61-e714-4e0b-a4b6-d33ad3565b58,hdd_0545,,X300,HDD,8000GB
64,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Plus 4TB 3.5"" HDD 5400RPM SATA 6.0 Gb/s Internal",924dd235-979e-4fa0-889c-32c55154790f,hdd_0546,,Red,HDD,4000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital WD_BLACK 6TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",935989e3-c5b2-45fd-b444-d8f538e242bf,hdd_0547,,WD_BLACK,HDD,6000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Caviar Green 2TB HDD 3.5"" SATA",9448965e-c7e7-4c7e-a1a2-3dc3d6ce6b8a,hdd_0548,,Caviar,HDD,2000GB
8,320,hdd,"3.5""",PATA 100,,Western Digital,"Western Digital Caviar Blue 320GB 3.5"" HDD 7200RPM PATA 100 Internal",948a696d-c5a5-4aa7-ad27-fbbf9cce5671,hdd_0549,,Caviar,HDD,320GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba N300 Pro 4TB HDD 7200RPM 3.5"" SATA",94e771ba-72da-475b-9e28-50d6f816968a,hdd_0550,,N300,HDD,4000GB
,24000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SkyHawk AI 24TB 3.5"" HDD 7200RPM SATA",954905d0-9ecd-4b26-954b-bf1324b6a094,hdd_0551,,SkyHawk,HDD,24000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Ultrastar 7K4000 3TB HDD 7200RPM 3.5"" SATA",95848617-21c3-44d6-8474-9eac0c3bf8aa,hdd_0552,,Ultrastar,HDD,3000GB
,500,hdd,"3.5""",SATA 3.0 Gb/s,,Hitachi,"Hitachi 7K1000.B 500GB 3.5"" HDD 7200RPM SATA 3.0 Gb/s",95853705-b215-4b36-87ea-08b3cbc63415,hdd_0553,,7K1000.B,HDD,500GB
,500,hdd,"3.5""",SATA 3.0 Gb/s,,Seagate,"Seagate BarraCuda 500GB HDD 7200RPM 3.5"" SATA 3.0 Gb/s",95be6d5d-798d-4aa4-b612-deabd45759a5,hdd_0554,,BarraCuda,HDD,500GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate EXOS Enterprise 4TB 3.5"" HDD 7200RPM SATA",95dbfb1f-480d-4995-9c7e-647d3db24f60,hdd_0555,,EXOS,HDD,4000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SV35.5 1TB HDD 3.5"" 7200RPM SATA",95fbe20a-b5c5-497c-8936-5360d92271f7,hdd_0556,,SV35.5,HDD,1000GB
,500,hdd,"3.5""",SATA 3.0 Gb/s,,Seagate,"Seagate Spinpoint F3 500GB HDD 3.5"" 7200RPM SATA",961845b8-ffae-4249-b883-bbfcb34239c7,hdd_0557,,Spinpoint,HDD,500GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba P300 2TB HDD 3.5"" 5400RPM SATA 6.0 Gb/s Internal",962bb19c-0792-4ce7-b49d-04d0b5e32894,hdd_0558,,P300,HDD,2000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi 0F23663 6TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s Internal",9643e669-90e9-45be-a8de-937c127e8ad5,hdd_0559,,0F23663,HDD,6000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Gold 4TB HDD 7200RPM 3.5"" SATA",96be80eb-c07b-4582-947b-630565c699d5,hdd_0560,,Gold,HDD,4000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf Pro 6TB HDD 3.5"" 7200RPM SATA",96fcbc21-5419-421f-9e23-dd9ddf0b3922,hdd_0561,,IronWolf,HDD,6000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba N300 6TB HDD 3.5"" 7200RPM SATA",970eaccf-287f-41bf-993e-0bf1ec696b9e,hdd_0562,,N300,HDD,6000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital WDBMMA0010HNC-NRSN 1TB 3.5"" HDD 5400RPM SATA",970fb495-eab4-45dc-8be2-c013ad5a4a44,hdd_0563,,WDBMMA0010HNC-NRSN,HDD,1000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate EXOS Enterprise 4TB HDD 7200 RPM 3.5"" SATA 6.0 Gb/s Internal",97458214-82f5-4efb-8a31-4a901f3822c9,hdd_0564,,EXOS,HDD,4000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital WDBSLA0040HNC-NRSN 4TB HDD 7200RPM 3.5"" SATA",97698cf3-a5cc-4a39-9ca6-aa69de10b974,hdd_0565,,WDBSLA0040HNC-NRSN,HDD,4000GB
