cache_l2,cache_l3,category,clock_base,clock_boost,clock_efficiency_base,clock_efficiency_boost,cores_efficiency,cores_performance,cores_total,integrated_graphics,manufacturer,memory_channels,memory_max_gb,memory_types,microarchitecture,name,opendb_id,part_id,release_year,series,socket,tdp,threads,variant
32,128,cpu,4,5.3,0,0,0,0,32,None,,4,,DDR5,Zen 4,AMD Ryzen Threadripper 7970X,cd030ee7-8539-4b8a-8fa8-1738ad51e50b,cpu_0618,0,,sTR5,350,64,
1,8,cpu,3.9,4.7,,,,4,4,Intel UHD Graphics 630,Intel,,,,Comet Lake,Intel Core i3 10325 3.9 GHz 4-Core LGA1200,cd3ac87c-a75d-48dc-a278-802ab659d14b,cpu_0619,,Intel Core i3,LGA 1200,65,8,
3,12,cpu,2.7,4.6,,,,6,6,Intel UHD Graphics 750,Intel,,,,Rocket Lake,Intel Core i5 11500 2.7 GHz 6-Core LGA1200,cd3ba45d-4a3b-4df5-bf0f-f70e28209bc1,cpu_0620,,Intel Core i5,LGA 1200,65,12,
5,9,cpu,3.7,4.6,,,,6,6,Intel UHD Graphics 630,Intel,,,,Coffee Lake Refresh,Intel Core i5 9600K 3.7 GHz 6-Core LGA1151 OEM/Tray,cef1cc38-a03c-4e5c-8222-6d103934e291,cpu_0621,,Intel Core i5,LGA 1151,95,6,
16,128,cpu,4.3,5.7,,,,,16,AMD Radeon Graphics,AMD,2,,DDR5,Zen 5,AMD Ryzen 9 9950X3D 4.3 GHz 16-Core AM5,cf33502b-5930-4faa-b387-835d0c65efc1,cpu_0622,2025,AMD Ryzen 9 9000,AM5,170,32,9950X3D
32,256,cpu,2.9,4.3,,,,64,64,None,AMD,,,,Zen 2,AMD Threadripper 3990X 2.9 GHz 64-Core sTRX4,cf60f167-fee9-48fc-a3c3-91a1c3af275e,cpu_0623,,AMD Threadripper,sTRX4,280,128,
5,9,cpu,3.1,4.6,,,,6,6,Intel UHD Graphics 630,Intel,,,,Coffee Lake Refresh,Intel Core i5 9600 3.1 GHz 6-Core LGA1151,cfb0a043-2448-43d1-9cad-2497eae78d11,cpu_0624,,Intel Core i5,LGA 1151,65,6,
2,8,cpu,3.1,3.4,,,,4,4,None,AMD,,,DDR4,Zen,AMD Ryzen 3 1200 3.1 GHz 4-Core AM4,d0417de1-fcf0-4a60-b8e6-a4406159e80a,cpu_0625,,AMD Ryzen 3,AM4,65,4,
3,16,cpu,3.6,4.4,,,,6,6,AMD Radeon Vega 7,AMD,,,DDR4,Zen 3,AMD Ryzen 5 5500GT 3.6 GHz 6-Core AM4,d0a9a88a-e191-44de-8678-ad32c2d2e4bb,cpu_0626,,AMD Ryzen 5,AM4,65,12,
2,20,cpu,2,2.5,,,,8,8,None,Intel,,,,Ivy Bridge,Intel Xeon E5 2640 V2 2.0 GHz 8-Core LGA2011,d0aae8f6-4eb6-4d6e-8363-92ae20078686,cpu_0627,,Intel Xeon E5,LGA 2011,95,16,
1,10,cpu,3.7,3.8,,,,4,4,None,Intel,,,,Haswell,Intel Xeon E5 1630 V3 3.7 GHz 4-Core LGA2011-3 OEM/Tray,d1484f85-583b-4f02-91ed-01076806c268,cpu_0628,,Intel Xeon E5,LGA 2011-3,140,8,
8,16,cpu,3.2,3.8,,,,8,8,None,AMD,,,,Piledriver,AMD Opteron 6328 3.2 GHz 8-Core G34,d1637479-7ebd-497c-b976-37b6af116db9,cpu_0629,,AMD Opteron,G34,115,8,
1,6,cpu,3.6,4.3,,,,4,4,None,Intel,,,,Comet Lake,Intel Core i3 10100F 3.6 GHz 4-Core LGA1200,d16d9c6a-2f9d-4310-a243-b3852976fc11,cpu_0630,,Intel Core i3,LGA 1200,65,8,
8,96,cpu,4.2,5,,,,8,8,AMD Radeon,AMD,,,DDR5,Zen 4,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core AM5 OEM/Tray,d17da031-a70f-4dce-91bf-1b29d8aca3a8,cpu_0631,,AMD Ryzen 7,AM5,120,16,
8,11,cpu,3.6,4.5,,,,8,8,None,Intel,,,,Skylake,Intel Core i7-7820X 3.6 GHz 8-Core,d19e2b2c-c5ec-4329-8c7d-b695a93ee164,cpu_0632,,Intel Core i7,LGA 2066,140,16,
5,20,cpu,3.6,5.2,,,,10,10,Intel UHD Graphics 630,Intel,,,,Comet Lake,Intel Core i9 10850KA Avengers Limited Edition 3.6 GHz 10-Core LGA1200,d282c5c7-eeb1-4082-aa63-b582afc15062,cpu_0633,,Intel Core i9,LGA 1200,125,20,
5,9,cpu,3.1,4.6,,,,6,6,Intel UHD Graphics 630,Intel,,,,Coffee Lake Refresh,Intel Core i5 9600 3.1 GHz 6-Core LGA1151 OEM/Tray,d2b28545-9993-4854-beee-5270d907d800,cpu_0634,,Intel Core i5,LGA 1151,65,6,
12,25,cpu,3.5,4.8,,,,12,12,None,Intel,,,,Cascade Lake,Intel Core i9 10920X 3.5 GHz 12-Core LGA2066,d2e54c6a-4407-48cd-8266-761219fc89c3,cpu_0635,,Intel Core i9,LGA 2066,165,24,
16,16,cpu,2.4,3.3,,,,16,16,None,AMD,,,,Piledriver,AMD Opteron 6378 2.4 GHz 16-Core G34 OEM/Tray,d31f3d8e-564d-47b9-8e72-4fa231e7c696,cpu_0636,,AMD Opteron,G34,115,16,
4,0,cpu,3.5,3.9,,,,4,4,AMD Radeon R7 (on-die),AMD,,,,Steamroller,AMD A 10 A10-7800 3.5 GHz 4-Core FM2+ OEM/Tray,d3c01e6a-3c9b-4660-af6f-824423153dc9,cpu_0637,,AMD A10,FM2+,65,4,
2,8,cpu,3.4,3.7,,,,,4,None,AMD,2,,DDR4,Zen,AMD Ryzen 3 1300X,d3e5a050-6322-4d23-ab24-4d429dae60a0,cpu_0638,2017,,AM4,65,4,
8,64,cpu,3.4,4.9,,,,16,16,None,AMD,,,DDR4,Zen 3,AMD Ryzen 9 5950X 3.4 GHz 16-Core AM4,d47b30db-de48-4806-95bb-f3ee27d254bf,cpu_0639,,AMD Ryzen 9,AM4,105,32,
3,99,cpu,3.4,3.9,,,,6,6,None,AMD,,,DDR4,Zen+,AMD Ryzen 5 2600 3.4 GHz 6-Core AM4,d4f192f2-115a-4821-9510-369615c4b0a4,cpu_0640,,AMD Ryzen 5,AM4,65,12,
1,8,cpu,3.3,3.7,,,,4,4,None,Intel,,,,Haswell,Intel Xeon E3 1230 V3 3.3 GHz 4-Core LGA1150,d57ff10c-517c-4e94-acba-36b52dae0898,cpu_0641,,Intel Xeon E3,LGA 1150,80,8,
14,19,cpu,3.3,4.5,,,0,0,14,None,,4,,DDR4,Skylake-X,Intel Core i9-9940X X-series Processor,d59fa7b6-066f-42cb-b1dd-d7a6b8b758fc,cpu_0642,2018,,LGA 2066,165,28,
1,0,cpu,3.5,3.8,,,,2,2,AMD Radeon R5 (on-die),AMD,,,DDR4,Excavator,AMD A6 A6 9500 3.5 GHz 2-Core AM4,d5cfa1f8-e34f-4ebf-ae22-ee0f5d169183,cpu_0643,,AMD A6,AM4,65,2,
12,64,cpu,3,4.2,,,,24,24,None,AMD,,,,Zen+,AMD Threadripper 2970WX 3 GHz 24-Core sTR4,d5e71ac9-fc29-414f-a17a-8be4823aeb7a,cpu_0644,,AMD Threadripper,TR4,250,48,
32,128,cpu,4,5.3,,,0,,32,None,AMD,4,,DDR5,Zen 4,AMD Ryzen Threadripper 7970X,d5ff7ec3-4b2e-42a5-a0b2-155034f8b3c3,cpu_0645,2023,Ryzen Threadripper 7000 Series,sTR5,350,64,7970X
2,12,cpu,2,4.3,,,,8,8,Intel HD Graphics 630,Intel,,,,Coffee Lake Refresh,Intel Core i7 9700T 2 GHz 8-Core LGA1151 OEM/Tray,d6381db4-468a-419a-acfc-0fbc5e60a956,cpu_0646,,Intel Core i7,LGA 1151,35,8,
4,40,cpu,2.3,3.6,,,,16,16,None,Intel,,,,Haswell,Intel Xeon E5 2698 V3 2.3 GHz 16-Core LGA2011-3 OEM/Tray,d63c7fcb-36f6-422e-b796-e938b3096d55,cpu_0647,,Intel Xeon E5,LGA 2011-3,135,32,
4,0,cpu,4.1,4.3,,,,4,4,AMD Radeon R7 (on-die),AMD,,,,Steamroller,AMD A-Series A10 7890K 4.1 GHz 4-Core FM2+,d6b635ef-b9db-43df-a5a0-339a87215449,cpu_0648,,AMD A10,FM2+,95,4,
40,36,cpu,2.5,5.6,1.9,4.6,,,24,Intel Xe Graphics,Intel,,,DDR5,Arrow Lake,Intel Core Ultra 9 285 2.5 GHz 24-Core LGA1851,d71a770f-6ff6-4174-97c8-d7995a70e339,cpu_0649,,Intel Core Ultra 9,LGA 1851,65,24,
8,64,cpu,3.5,4.7,,,,16,16,None,AMD,,,DDR4,Zen 2,AMD Ryzen 9 3950X 3.5 GHz 16-Core AM4 OEM/Tray,d71d4d9b-6a93-4315-b7ec-bad412fdbf57,cpu_0650,,AMD Ryzen 9,AM4,105,32,
16,16,cpu,2.4,3.3,,,,16,16,None,AMD,,,,Piledriver,AMD Opteron 6378 2.4 GHz 16-Core G34,d75e09af-2936-4948-a778-afce5f7eb432,cpu_0651,,AMD Opteron,G34,115,16,
4,16,cpu,3,3.7,0,0,0,0,8,None,AMD,2,,DDR4,Zen,AMD Ryzen 7 1700,d795c07c-c7fe-487f-ac3f-e57ff35d572d,cpu_0652,2017,,AM4,65,16,
8,8,cpu,3.3,4.3,,,,8,8,None,AMD,,,,Piledriver,AMD FX-8370E 3.3 GHz 8-Core AM3+,d7975cc5-5f56-4edc-8781-72cd1ed3ec04,cpu_0653,,AMD FX,AM3+,95,8,
4,16,cpu,3.2,4.1,,,,8,8,None,AMD,,,DDR4,Zen+,AMD Ryzen 7 2700 3.2 GHz 8-Core AM4,d7c087f6-665f-4158-82fe-2521e0616c46,cpu_0654,,AMD Ryzen 7,AM4,65,16,
10,25,cpu,3.5,4.4,,,,10,10,None,Intel,,,,Skylake,Intel Core i9 9900X 3.5 GHz 10-Core LGA2066,d8408406-f4b2-4f18-9dd2-c75b71dceea3,cpu_0655,,Intel Core i9,LGA 2066,165,20,
2,8,cpu,3.1,3.4,,,,4,4,None,AMD,,,DDR4,Zen+,AMD Ryzen 3 1200 (12nm) 3.1 GHz 4-Core AM4 OEM/Tray,d86a9762-f320-42c7-bfa0-dd92f41d286c,cpu_0656,,AMD Ryzen 3,AM4,65,4,
1,8,cpu,4,4.2,,,,4,4,Intel HD Graphics 530,Intel,,,,Skylake,Intel Core i7 6700K 4 GHz 4-Core LGA1151 OEM/Tray,d879b11a-cc6c-488e-bfa8-9bab0eb1959d,cpu_0657,,Intel Core i7,LGA 1151,91,8,
1,8,cpu,2.5,3.7,,,,4,4,Intel HD Graphics 4000,Intel,,,,Ivy Bridge,Intel Core i7 3770T 2.5 GHz 4-Core LGA1155,d879b83e-b826-46ad-b008-a51b9674da07,cpu_0658,,Intel Core i7,LGA 1155,45,8,
4,16,cpu,3.6,4,,,,8,8,None,AMD,,,DDR4,Zen,AMD Ryzen 7 1800X 3.6 GHz 8-Core AM4,d95fc453-27c6-4e83-80d6-4a4e40ca46ed,cpu_0659,,AMD Ryzen 7,AM4,95,16,
2,12,cpu,3.6,4.9,,,,8,8,Intel UHD Graphics 630,Intel,,,,Coffee Lake Refresh,Intel Core i7 9700K 3.6 GHz 8-Core LGA1151,d991d8bb-9681-4308-8c42-efdc003a84cd,cpu_0660,,Intel Core i7,LGA 1151,95,8,
3,16,cpu,3.2,3.6,,,,6,6,None,AMD,,,DDR4,Zen+,AMD Ryzen 5 1600 (12nm) 3.2 GHz 6-Core AM4,d9ec7e79-51e4-4763-8f51-d72ecd8feba0,cpu_0661,,AMD Ryzen 5,AM4,65,12,
1,8,cpu,3.5,4.5,,,,4,4,None,Intel,,,,Coffee Lake,Intel Xeon E 2134 3.5 GHz 4-Core LGA1151 OEM/Tray,daa867ce-12d7-4220-94d7-1e5a9d8fdcc9,cpu_0662,,Intel Xeon E,LGA 1151,71,8,
5,15,cpu,2.2,2.7,,,,6,6,None,Intel,,,,Ivy Bridge,Intel Xeon E5 2420V2 2.2 GHz 6-Core LGA1356,dafb6535-1bc8-445d-9d65-69b71f1b56f6,cpu_0663,,Intel Xeon E5,LGA 1356,80,12,
4,0,cpu,4.1,4.3,,,,4,4,AMD Radeon R7 (on-die),AMD,,,,Steamroller,AMD A10 7890K 4.1 GHz 4-Core FM2+ OEM/Tray,db4323ce-e076-423a-8065-e19cb05254fe,cpu_0664,,AMD A10,FM2+,95,4,
1,8,cpu,3.5,3.9,,,,4,4,Intel HD Graphics 4600,Intel,,,,Haswell,Intel Core i7 4770K 3.5 GHz 4-Core LGA1150,db5bc5ba-9324-44d3-941d-4b16ee067fed,cpu_0665,,Intel Core i7,LGA 1150,84,8,
5,35,cpu,2.6,3.6,,,,14,14,None,Intel,,,,Haswell,Intel Xeon E5 2697 V3 2.6 GHz 14-Core LGA2011-3 OEM/Tray,db77fdca-69c7-43b0-85a9-b8289663ea80,cpu_0666,,Intel Xeon E5,LGA 2011-3,145,28,
4,32,cpu,3.6,4.4,,,,8,8,None,AMD,,,DDR4,Zen 2,AMD Ryzen 7 3700X 3.6 GHz 8-Core AM4 OEM/Tray,db93651a-7128-433b-8ba0-7a127134fe64,cpu_0667,,AMD Ryzen 7,AM4,65,16,
2,25,cpu,3.4,4,,,,8,8,None,Intel,,,,Ivy Bridge,Intel Xeon E5 2687W V2 3.4 GHz 8-Core LGA2011,dba60dc9-b1bb-4d29-83fd-66cfea3249f5,cpu_0668,,Intel Xeon E5,LGA 2011,150,16,
1,8,cpu,3.4,3.8,,,,4,4,Intel HD Graphics P4600,Intel,,,,Haswell,Intel Xeon E3-1245 V3 3.4 GHz 4-Core LGA1150,dc20cdd2-9335-4ca2-ad53-0a03d3faff01,cpu_0669,,Intel Xeon E3,LGA 1150,84,8,
8,32,cpu,3.5,4.4,,,,16,16,None,AMD,,,,Zen+,AMD Threadripper 2950X 3.5 GHz 16-Core sTR4 OEM/Tray,dc4bbdf2-b48b-4cff-956f-f54e90623ddb,cpu_0670,,AMD Threadripper,TR4,180,32,
2,20,cpu,2.6,3.4,,,,8,8,None,Intel,,,,Ivy Bridge,Intel Xeon E5 2650 V2 2.6 GHz 8-Core LGA2011,dcd1ccf1-319a-4d55-8b6a-d88840b5d83c,cpu_0671,,Intel Xeon E5,LGA 2011,95,16,
2,16,cpu,3.8,4.3,,,,4,4,None,AMD,,,DDR4,Zen 2,AMD Ryzen 3 3300X 3.8 GHz 4-Core,dd073712-0a1f-4e7f-a7e0-40f40aea600c,cpu_0672,,AMD Ryzen 3,AM4,65,8,
5,9,cpu,2.1,3.5,,,,6,6,Intel UHD Graphics 630,Intel,,,,Coffee Lake,Intel Core i5 8500T 2.1 GHz 6-Core LGA1151,dd189a32-3a7b-4c4f-b1e5-2790593ce27f,cpu_0673,,Intel Core i5,LGA 1151,35,6,
5,15,cpu,3.6,4,,,,6,6,None,Intel,,,,Broadwell,Intel Xeon E5 1650 V4 3.6 GHz 6-Core LGA2011-3 OEM/Tray,dd9aee45-754e-484a-873d-8158babd1216,cpu_0674,,Intel Xeon E5,LGA 2011-3,140,12,
1,6,cpu,3.3,3.7,,,,4,4,Intel Iris Pro Graphics 6200,Intel,,,,Broadwell,Intel Core i7 5775C 3.3 GHz 4-Core LGA1150 OEM/Tray,de6cb598-bcbb-42cc-9a25-546bcf8dc2d4,cpu_0675,,Intel Core i7,LGA 1150,65,8,
5,12,cpu,3.4,4.5,,,,4,4,Intel UHD Graphics 730,Intel,,,"DDR5, DDR4",Raptor Lake,Intel Core i3 13100 3.4 GHz 4-Core LGA1700,ded20bd3-aaf0-42d7-83ce-501679fb8363,cpu_0676,,Intel Core i3,LGA 1700,60,8,
1,6,cpu,3.3,3.7,,,,4,4,Intel Iris Pro Graphics 6200,Intel,,,,Broadwell,Intel Core i7 5775C 3.3 GHz 4-Core LGA1150,e050c200-1450-48e6-9f04-a4c50fe52621,cpu_0677,,Intel Core i7,LGA 1150,65,8,
1,8,cpu,3.5,3.9,,,,4,4,None,Intel,,,,Skylake,Intel Xeon E3 1240 V5 3.5 GHz 4-Core LGA1151,e084ff48-c984-4c49-b788-4efa7eb7e6fb,cpu_0678,,Intel Xeon E3,LGA 1151,80,8,
4,96,cpu,3,4.1,,,,8,8,None,AMD,,,DDR4,Zen 3,AMD Ryzen 7 5700X3D 3.0 GHz 8-Core AM4,e11970e8-4f2c-426d-872c-92c0f4160ec4,cpu_0679,,AMD Ryzen 7,AM4,105,16,
1,6,cpu,3.2,3.4,,,,4,4,Intel HD Graphics 4600,Intel,,,,Haswell Refresh,Intel Core i5 4460 3.2 GHz 4-Core LGA1150,e1349e21-4451-45b8-ac9b-f1b44457fb97,cpu_0680,,Intel Core i5,LGA 1150,84,4,
16,128,cpu,3.7,4.5,,,,32,32,None,AMD,,,,Zen 2,AMD Threadripper 3970X 3.7 GHz 32-Core sTRX4,e155f7cf-5720-4f15-bf3c-96a1dfca8ac0,cpu_0681,,AMD Threadripper,sTRX4,280,64,
5,12,cpu,3.4,4.5,,,,4,4,None,Intel,,,"DDR5, DDR4",Raptor Lake,Intel Core i3 13100F 3.4 GHz 4-Core LGA1700,e16a10af-3e6e-4d60-8f7b-96f054281fa6,cpu_0682,,Intel Core i3,LGA 1700,58,8,
64,256,cpu,3.2,5.1,,,0,0,64,None,AMD,4,,DDR5,Zen 4,AMD Ryzen Threadripper 7980X,e1be4a9d-de07-4275-9237-44972f76de7b,cpu_0683,2023,Ryzen Threadripper 7000 Series,sTR5,350,128,7980X
8,16,cpu,3.2,3.8,,,,8,8,None,AMD,,,,Piledriver,AMD Opteron Opteron 6328 3.2 GHz 8-Core G34 OEM/Tray,e1e6d389-471c-4bdb-844d-be5582c6e337,cpu_0684,,AMD Opteron,G34,115,8,
1,6,cpu,2.4,3,,,,4,4,Intel HD Graphics 630,Intel,,,,Kaby Lake,Intel Core i5 7400T 2.4 GHz 4-Core LGA1151 OEM/Tray,e1fa5b6c-184b-4350-8063-790f31e19789,cpu_0685,,Intel Core i5,LGA 1151,35,4,
4,0,cpu,4,4.3,,,,4,4,AMD Radeon HD 8670D,AMD,,,,Piledriver,AMD A10 6790K 4 GHz 4-Core FM2 OEM/Tray,e272b2ff-aed0-41ec-8094-08c21df362c0,cpu_0686,,AMD A10,FM2,100,4,
256,12,cpu,3.1,4.5,0,0,0,0,6,Intel UHD Graphics 630,,2,,DDR4,Comet Lake,Intel Core i5-10500 Processor,e2b2709c-9788-4eb9-a25f-9092cb59f3d9,cpu_0687,2020,,LGA 1200,65,12,
2,4,cpu,3.6,3.9,,,,4,4,AMD Radeon Vega 11,AMD,,,DDR4,Zen,AMD Ryzen 5 2400G 3.6 GHz Quad-Core,e2bee5b7-77a4-40d8-8477-44d0cd0aceec,cpu_0688,,AMD Ryzen 5,AM4,65,8,
40,36,cpu,3.7,5.5,3.2,4.6,16,8,24,Intel Graphics,Intel,2,,DDR5,Arrow Lake,Intel Core Ultra 9 285K 3.7 GHz 24-Core LGA1851,e2cf2532-8c57-4ec2-96fb-4aaa846c8ca6,cpu_0689,2024,Intel Core Ultra 9 200,LGA 1851,125,24,285K
32,128,cpu,4,5.4,,,,,32,,AMD,8,,DDR5,Zen 5,AMD Ryzen Threadripper PRO 9975WX,e36d7473-1150-4097-a96b-3dfd5837ce75,cpu_0690,,AMD Ryzen Threadripper PRO 9000 WX-Series,sTR5,350,64,PRO 9975WX
2,20,cpu,2.4,3.1,,,,8,8,None,Intel,,,,Sandy Bridge,Intel Xeon E5 2665 2.4 GHz 8-Core LGA2011,e3f597e3-0a3d-44dd-89ee-292ccb9767a4,cpu_0691,,Intel Xeon E5,LGA 2011,115,16,
1,8,cpu,3.3,3.7,,,,4,4,Intel HD Graphics P4600,Intel,,,,Haswell Refresh,Intel Xeon E3 1226 V3 3.3 GHz 4-Core LGA1150,e417d251-50aa-4744-99d2-7075d2b60732,cpu_0692,,Intel Xeon E3,LGA 1150,84,4,
5,12,cpu,3.7,4.7,,,,6,6,Intel UHD Graphics 630,Intel,,,,Coffee Lake,Intel Core i7 8700K 3.7 GHz 6-Core LGA1151,e4385f8f-8c55-4b4d-a10d-d457897d2062,cpu_0693,,Intel Core i7,LGA 1151,95,12,
1,6,cpu,3,3.5,,,,4,4,Intel HD Graphics 630,Intel,,,,Kaby Lake,Intel Core i5 7400 3 GHz 4-Core LGA1151,e44c434a-a394-4360-a930-b8eaf77ab427,cpu_0694,,Intel Core i5,LGA 1151,65,4,
1,8,cpu,3.5,3.9,,,,4,4,Intel HD Graphics P4600,Intel,,,,Haswell,Intel Xeon E3 1275 V3 3.5 GHz 4-Core LGA1150,e4765a2c-84c4-4e01-9b32-bae40a0b1ebe,cpu_0695,,Intel Xeon E3,LGA 1150,84,8,
8,96,cpu,4.7,5.6,,,,,8,AMD Radeon Graphics,AMD,2,,DDR5,Zen 5,AMD Ryzen 7 9850X3D 4.7 GHz 8-Core AM5,e4a66aac-5c74-4833-958d-32719b9ad077,cpu_0696,2026,AMD Ryzen 7 9000,AM5,120,16,9850X3D
1,8,cpu,3.3,4.3,,,,4,4,None,Intel,,,,Coffee Lake,Intel Xeon E 2124 3.3 GHz 4-Core LGA1151,e4d7a46e-b403-43a3-96cd-ed0b963077a3,cpu_0697,,Intel Xeon E,LGA 1151,71,4,
5,24,cpu,2.6,5,1.9,3.7,,,14,Intel UHD Graphics 770,Intel,,,"DDR5, DDR4",Raptor Lake Refresh,Intel Core i5 14500 2.6 GHz 14-Core LGA1700,e53fd77d-8083-4243-8739-a8ec2311b25a,cpu_0698,,Intel Core i5,LGA 1700,65,20,
10,5,cpu,3.3,4.1,,,,10,10,None,Intel,,,,Skylake,Intel Core i9 9820X 3.3 GHz 10-Core LGA2066,e55945ee-a67a-4207-846c-64a148641e2e,cpu_0699,,Intel Core i9,LGA 2066,165,20,
4,16,cpu,3.6,5,,,,8,8,None,Intel,,,,Rocket Lake,Intel Core i7 11700KF 3.6 GHz 8-Core LGA1200,e5b3a5b6-4a78-4643-a729-01056c846f75,cpu_0700,,Intel Core i7,LGA 1200,125,16,
5,12,cpu,4.1,4.8,,,,6,6,Intel UHD Graphics 630,Intel,,,,Comet Lake,Intel Core i5 10600K 4.1 GHz 6-Core LGA1200,e5cfe8e9-61ec-49b0-9292-7a56aed758aa,cpu_0701,,Intel Core i5,LGA 1200,125,12,
5,9,cpu,2.3,3.9,,,,6,6,Intel UHD Graphics 630,Intel,,,,Coffee Lake Refresh,Intel Core i5 9600T 2.3 GHz 6-Core LGA1151,e5fdda36-15df-414f-8c27-3e350a7da299,cpu_0702,,Intel Core i5,LGA 1151,35,6,
2,0,cpu,3.2,3.6,,,,4,4,None,AMD,,,DDR4,Excavator,AMD Athlon X4 940 3.2 GHz 4-Core AM4,e60e50a8-3fa6-4816-aeb2-6943258f8c76,cpu_0703,,AMD Athlon X4,AM4,65,4,
1,10,cpu,3.5,3.8,,,,4,4,None,Intel,,,,Broadwell,Intel Xeon E5 1620 V4 3.5 GHz 4-Core LGA2011-3,e66470af-b6ba-4900-99a9-bfc4e9906cec,cpu_0704,,Intel Xeon E5,LGA 2011-3,140,8,
3,12,cpu,3.9,4.9,,,,6,6,None,Intel,,,,Rocket Lake,Intel Core i5 11600KF 3.9 GHz 6-Core LGA1200,e67e945b-0f69-4567-ab8e-0e2a0ff97756,cpu_0705,,Intel Core i5,LGA 1200,125,12,
1,6,cpu,2.7,3.2,,,,4,4,Intel HD Graphics 2500,Intel,,,,Ivy Bridge,Intel Core i5 3330S 2.7 GHz 4-Core LGA1155 OEM/Tray,e729304a-edb5-4009-8c21-e348da959fda,cpu_0706,,Intel Core i5,LGA 1155,65,4,
32,36,cpu,3.2,5.6,2.4,4.4,16,8,24,Intel UHD Graphics 770,Intel,2,,"DDR5, DDR4",Raptor Lake Refresh,Intel Core i9 14900K 3.2 GHz 24-Core LGA1700,e80823a0-6dd5-47d0-b69b-852e92acf964,cpu_0707,2023,Intel Core i9 14000,LGA 1700,125,32,14900K
4,16,cpu,2.5,4.9,,,,8,8,Intel UHD Graphics 750,Intel,,,,Rocket Lake,Intel Core i7-11700 2.5 GHz 8-Core,e8545714-9fb7-4869-bd97-93cfeff34a0b,cpu_0708,,Intel Core i7,LGA 1200,65,16,
1,8,cpu,3,3.5,,,,4,4,None,Intel,,,,Kaby Lake,Intel Xeon E3 1220 V6 3 GHz 4-Core LGA1151,e878479c-338f-470a-a79b-f15f86debcd9,cpu_0709,,Intel Xeon E3,LGA 1151,72,4,
8,16,cpu,2.8,3.3,,,,8,8,None,AMD,,,,Piledriver,AMD Opteron 6320 2.8 GHz 8-Core G34 OEM/Tray,e87a8cc3-f2aa-4f44-8d56-0f8877023c95,cpu_0710,,AMD Opteron,G34,115,8,
4,32,cpu,3.4,4.6,,,,8,8,None,AMD,,,DDR4,Zen 3,AMD Ryzen 7 5700X 3.4 GHz 8-Core AM4,e88d12fe-6384-4d97-befc-3a0ec16a9e5b,cpu_0711,,AMD Ryzen 7,AM4,65,16,
16,192,cpu,4.3,5.6,,,,,16,AMD Radeon Graphics,AMD,2,,DDR5,Zen 5,AMD Ryzen 9 9950X3D2 4.3 GHz 16-Core AM5,e88eb56d-8a6b-44d4-87c4-7846f12dbe0b,cpu_0712,2026,AMD Ryzen 9 9000,AM5,200,32,9950X3D2
8,32,cpu,3.8,5.3,,,,8,8,AMD Radeon,AMD,,,DDR5,Zen 4,AMD Ryzen 7 PRO 7745 3.8 GHz 8-Core AM5,e94bcdb0-a842-447e-9c20-6d7db68e8e85,cpu_0713,,AMD Ryzen 7 PRO,AM5,65,16,
,12,cpu,3.3,4.8,,,,6,6,Intel UHD Graphics 630,,2,,DDR4,Comet Lake,Intel Core i5-10600 Processor,e965f4ea-3d0e-4804-9364-309370fbb503,cpu_0714,2020,,LGA 1200,65,12,
18,75,cpu,3,4.4,,,,18,18,None,Intel,,,,Skylake,Intel Core i9 9980XE 3 GHz 18-Core LGA2066 OEM/Tray,e9838ef9-6acf-46da-bbb4-3c36bebfa002,cpu_0715,,Intel Core i9,LGA 2066,165,36,
1,8,cpu,3.8,4.2,,,,4,4,None,Intel,,,,Kaby Lake,Intel Xeon E3 1270 V6 3.8 GHz 4-Core LGA1151 OEM/Tray,e983fd48-8cf2-464d-9848-7b2045214c23,cpu_0716,,Intel Xeon E3,LGA 1151,72,8,
1,6,cpu,2.7,3.3,,,,4,4,Intel HD Graphics 630,Intel,,,,Kaby Lake,Intel Core i5 7500T 2.7 GHz 4-Core LGA1151,e9852639-3a1e-4d6b-af8e-f9f4ed6f7a09,cpu_0717,,Intel Core i5,LGA 1151,35,4,
6,32,cpu,3.7,5,,,,,6,,AMD,2,,DDR5,Zen 4,AMD Ryzen 5 7500F 3.7 GHz 6-Core AM5,ea28e46f-dc70-4547-9701-eca335890462,cpu_0718,2020,AMD Ryzen 5 7000,AM5,65,12,7500F
5,12,cpu,3.4,4.8,,,,6,6,None,Intel,,,,Coffee Lake Refresh,Intel Xeon E 2236 3.4 GHz 6-Core LGA1151 OEM/Tray,ea572259-ac1a-4233-9294-5981726af669,cpu_0719,,Intel Xeon E,LGA 1151,80,12,
5,35,cpu,2.6,3.5,,,,14,14,None,Intel,,,,Broadwell,Intel Xeon E5 2690 V4 2.6 GHz 14-Core LGA2011-3,ea7fa8f8-bef5-4783-8b21-c7548bb46dd6,cpu_0720,,Intel Xeon E5,LGA 2011-3,135,28,
3,16,cpu,3.2,3.6,,,,6,6,None,AMD,,,DDR4,Zen,AMD Ryzen 5 1600 (14nm) 3.2 GHz 6-Core AM4,ea92e2c9-afa9-4c7a-8f25-df4083b0680f,cpu_0721,,AMD Ryzen 5,AM4,65,12,
